Model: YOLOv8m
Path: PCH2_C2_P5_V1_HB_2
Video: ../../../Gun_Action_Recognition_Dataset/Handgun/PCH2_C2_P5_V1_HB_2/video.mp4
Frame: 53, Class: Handgun, Confidence: 0.34
Frame: 91, Class: Handgun, Confidence: 0.81
Frame: 92, Class: Handgun, Confidence: 0.83
Frame: 93, Class: Handgun, Confidence: 0.82
Frame: 94, Class: Handgun, Confidence: 0.80
Frame: 95, Class: Handgun, Confidence: 0.82
Frame: 96, Class: Handgun, Confidence: 0.84
Frame: 97, Class: Handgun, Confidence: 0.80
Frame: 98, Class: Handgun, Confidence: 0.80
Frame: 99, Class: Handgun, Confidence: 0.83
Frame: 100, Class: Handgun, Confidence: 0.82
Frame: 101, Class: Handgun, Confidence: 0.83
Frame: 102, Class: Handgun, Confidence: 0.83
Frame: 103, Class: Handgun, Confidence: 0.81
Frame: 104, Class: Handgun, Confidence: 0.81
Frame: 105, Class: Handgun, Confidence: 0.82
Frame: 106, Class: Handgun, Confidence: 0.81
Frame: 107, Class: Handgun, Confidence: 0.80
Frame: 108, Class: Handgun, Confidence: 0.81
Frame: 109, Class: Handgun, Confidence: 0.82
Frame: 110, Class: Handgun, Confidence: 0.80
Frame: 111, Class: Handgun, Confidence: 0.83
Frame: 112, Class: Handgun, Confidence: 0.82
Frame: 113, Class: Handgun, Confidence: 0.82
Frame: 114, Class: Handgun, Confidence: 0.82
Frame: 115, Class: Handgun, Confidence: 0.82
Frame: 116, Class: Handgun, Confidence: 0.81
Frame: 117, Class: Handgun, Confidence: 0.82
Frame: 118, Class: Handgun, Confidence: 0.81
Frame: 119, Class: Handgun, Confidence: 0.78
Frame: 120, Class: Handgun, Confidence: 0.79
Frame: 121, Class: Handgun, Confidence: 0.81
Frame: 122, Class: Handgun, Confidence: 0.82
Frame: 123, Class: Handgun, Confidence: 0.80
Frame: 124, Class: Handgun, Confidence: 0.79
Frame: 125, Class: Handgun, Confidence: 0.81
Frame: 126, Class: Handgun, Confidence: 0.83
Frame: 127, Class: Handgun, Confidence: 0.83
Frame: 128, Class: Handgun, Confidence: 0.81
Frame: 129, Class: Handgun, Confidence: 0.80
Frame: 130, Class: Handgun, Confidence: 0.81
Frame: 131, Class: Handgun, Confidence: 0.83
Frame: 132, Class: Handgun, Confidence: 0.81
Frame: 133, Class: Handgun, Confidence: 0.81
Frame: 134, Class: Handgun, Confidence: 0.81
Frame: 135, Class: Handgun, Confidence: 0.81
Frame: 136, Class: Handgun, Confidence: 0.80
Frame: 137, Class: Handgun, Confidence: 0.82
Frame: 138, Class: Handgun, Confidence: 0.84
Frame: 139, Class: Handgun, Confidence: 0.83
Frame: 140, Class: Handgun, Confidence: 0.80
Frame: 141, Class: Handgun, Confidence: 0.81
Frame: 142, Class: Handgun, Confidence: 0.81
Frame: 143, Class: Handgun, Confidence: 0.82
Frame: 144, Class: Handgun, Confidence: 0.80
Frame: 145, Class: Handgun, Confidence: 0.80
Frame: 146, Class: Handgun, Confidence: 0.82
Frame: 147, Class: Handgun, Confidence: 0.82
Frame: 148, Class: Handgun, Confidence: 0.81
Frame: 149, Class: Handgun, Confidence: 0.82
Frame: 150, Class: Handgun, Confidence: 0.81
Frame: 151, Class: Handgun, Confidence: 0.80
Frame: 152, Class: Handgun, Confidence: 0.81
Frame: 153, Class: Handgun, Confidence: 0.82
Frame: 154, Class: Handgun, Confidence: 0.81
Frame: 155, Class: Handgun, Confidence: 0.81
Frame: 156, Class: Handgun, Confidence: 0.79
Frame: 157, Class: Handgun, Confidence: 0.80
Frame: 158, Class: Handgun, Confidence: 0.81
Frame: 159, Class: Handgun, Confidence: 0.82
Frame: 160, Class: Handgun, Confidence: 0.82
Frame: 161, Class: Handgun, Confidence: 0.80
Frame: 162, Class: Handgun, Confidence: 0.81
Frame: 163, Class: Handgun, Confidence: 0.81
Frame: 164, Class: Handgun, Confidence: 0.81
Frame: 165, Class: Handgun, Confidence: 0.80
Frame: 166, Class: Handgun, Confidence: 0.80
Frame: 167, Class: Handgun, Confidence: 0.80
Frame: 168, Class: Handgun, Confidence: 0.80
Frame: 169, Class: Handgun, Confidence: 0.81
Frame: 170, Class: Handgun, Confidence: 0.81
Frame: 171, Class: Handgun, Confidence: 0.81
Frame: 172, Class: Handgun, Confidence: 0.80
Frame: 173, Class: Handgun, Confidence: 0.78
Frame: 174, Class: Handgun, Confidence: 0.78
Frame: 175, Class: Handgun, Confidence: 0.80
Frame: 176, Class: Handgun, Confidence: 0.80
Frame: 177, Class: Handgun, Confidence: 0.81
Frame: 178, Class: Handgun, Confidence: 0.81
Frame: 179, Class: Handgun, Confidence: 0.81
Frame: 180, Class: Handgun, Confidence: 0.81
Frame: 181, Class: Handgun, Confidence: 0.81
Frame: 182, Class: Handgun, Confidence: 0.80
Frame: 183, Class: Handgun, Confidence: 0.80
Frame: 184, Class: Handgun, Confidence: 0.79
Frame: 185, Class: Handgun, Confidence: 0.79
Frame: 186, Class: Handgun, Confidence: 0.78
Frame: 187, Class: Handgun, Confidence: 0.78
Frame: 188, Class: Handgun, Confidence: 0.76
Frame: 189, Class: Handgun, Confidence: 0.76
Frame: 190, Class: Handgun, Confidence: 0.76
Frame: 191, Class: Handgun, Confidence: 0.77
Frame: 192, Class: Handgun, Confidence: 0.77
Frame: 193, Class: Handgun, Confidence: 0.78
Frame: 194, Class: Handgun, Confidence: 0.78
Frame: 195, Class: Handgun, Confidence: 0.78
Frame: 196, Class: Handgun, Confidence: 0.77
Frame: 197, Class: Handgun, Confidence: 0.77
Frame: 198, Class: Handgun, Confidence: 0.76
Frame: 199, Class: Handgun, Confidence: 0.74
Frame: 200, Class: Handgun, Confidence: 0.76
Frame: 201, Class: Handgun, Confidence: 0.77
Frame: 202, Class: Handgun, Confidence: 0.76
Frame: 203, Class: Handgun, Confidence: 0.73
Frame: 204, Class: Handgun, Confidence: 0.73
Frame: 205, Class: Handgun, Confidence: 0.74
Frame: 206, Class: Handgun, Confidence: 0.75
Frame: 207, Class: Handgun, Confidence: 0.79
Frame: 208, Class: Handgun, Confidence: 0.79
Frame: 209, Class: Handgun, Confidence: 0.78
Frame: 209, Class: Handgun, Confidence: 0.43
Frame: 210, Class: Handgun, Confidence: 0.74
Frame: 211, Class: Handgun, Confidence: 0.75
Frame: 212, Class: Handgun, Confidence: 0.76
Frame: 213, Class: Handgun, Confidence: 0.79
Frame: 214, Class: Handgun, Confidence: 0.82
Frame: 215, Class: Handgun, Confidence: 0.82
Frame: 216, Class: Handgun, Confidence: 0.81
Frame: 217, Class: Handgun, Confidence: 0.81
Frame: 218, Class: Handgun, Confidence: 0.81
Frame: 219, Class: Handgun, Confidence: 0.83
Frame: 220, Class: Handgun, Confidence: 0.83
Frame: 221, Class: Handgun, Confidence: 0.82
Frame: 222, Class: Handgun, Confidence: 0.82
Frame: 223, Class: Handgun, Confidence: 0.82
Frame: 224, Class: Handgun, Confidence: 0.83
Frame: 225, Class: Handgun, Confidence: 0.83
Frame: 226, Class: Handgun, Confidence: 0.82
Frame: 227, Class: Handgun, Confidence: 0.82
Frame: 228, Class: Handgun, Confidence: 0.83
Frame: 229, Class: Handgun, Confidence: 0.84
Frame: 230, Class: Handgun, Confidence: 0.83
Frame: 231, Class: Handgun, Confidence: 0.83
Frame: 232, Class: Handgun, Confidence: 0.82
Frame: 233, Class: Handgun, Confidence: 0.82
Frame: 234, Class: Handgun, Confidence: 0.83
Frame: 235, Class: Handgun, Confidence: 0.82
Frame: 236, Class: Handgun, Confidence: 0.82
Frame: 237, Class: Handgun, Confidence: 0.82
Frame: 238, Class: Handgun, Confidence: 0.82
Frame: 239, Class: Handgun, Confidence: 0.83
Frame: 240, Class: Handgun, Confidence: 0.81
Frame: 241, Class: Handgun, Confidence: 0.83
Frame: 242, Class: Handgun, Confidence: 0.82
Frame: 243, Class: Handgun, Confidence: 0.82
Frame: 244, Class: Handgun, Confidence: 0.83
Frame: 245, Class: Handgun, Confidence: 0.83
Frame: 246, Class: Handgun, Confidence: 0.83
Frame: 247, Class: Handgun, Confidence: 0.81
Frame: 248, Class: Handgun, Confidence: 0.82
Frame: 249, Class: Handgun, Confidence: 0.83
Frame: 250, Class: Handgun, Confidence: 0.82
Frame: 251, Class: Handgun, Confidence: 0.80
Frame: 252, Class: Handgun, Confidence: 0.78
Frame: 253, Class: Handgun, Confidence: 0.56
Frame: 254, Class: Handgun, Confidence: 0.52
Frame: 255, Class: Handgun, Confidence: 0.26
Total detected frames: 204
Class 'Handgun' detected frames: 204

Path: PCW9_C1_P1_V1_HB_2
Video: ../../../Gun_Action_Recognition_Dataset/Machine_Gun/PCW9_C1_P1_V1_HB_2/video.mp4
Frame: 25, Class: Machine_Gun, Confidence: 0.62
Frame: 26, Class: Machine_Gun, Confidence: 0.67
Frame: 27, Class: Machine_Gun, Confidence: 0.70
Frame: 28, Class: Machine_Gun, Confidence: 0.72
Frame: 29, Class: Machine_Gun, Confidence: 0.74
Frame: 30, Class: Machine_Gun, Confidence: 0.76
Frame: 31, Class: Machine_Gun, Confidence: 0.76
Frame: 32, Class: Machine_Gun, Confidence: 0.73
Frame: 33, Class: Machine_Gun, Confidence: 0.77
Frame: 34, Class: Machine_Gun, Confidence: 0.78
Frame: 35, Class: Machine_Gun, Confidence: 0.72
Frame: 36, Class: Machine_Gun, Confidence: 0.76
Frame: 37, Class: Machine_Gun, Confidence: 0.77
Frame: 38, Class: Machine_Gun, Confidence: 0.72
Frame: 39, Class: Machine_Gun, Confidence: 0.79
Frame: 40, Class: Machine_Gun, Confidence: 0.79
Frame: 41, Class: Machine_Gun, Confidence: 0.75
Frame: 42, Class: Machine_Gun, Confidence: 0.78
Frame: 43, Class: Machine_Gun, Confidence: 0.79
Frame: 44, Class: Machine_Gun, Confidence: 0.73
Frame: 45, Class: Machine_Gun, Confidence: 0.78
Frame: 46, Class: Machine_Gun, Confidence: 0.78
Frame: 47, Class: Machine_Gun, Confidence: 0.78
Frame: 48, Class: Machine_Gun, Confidence: 0.72
Frame: 49, Class: Machine_Gun, Confidence: 0.78
Frame: 50, Class: Machine_Gun, Confidence: 0.78
Frame: 51, Class: Machine_Gun, Confidence: 0.78
Frame: 52, Class: Machine_Gun, Confidence: 0.74
Frame: 53, Class: Machine_Gun, Confidence: 0.76
Frame: 54, Class: Machine_Gun, Confidence: 0.78
Frame: 55, Class: Machine_Gun, Confidence: 0.78
Frame: 56, Class: Machine_Gun, Confidence: 0.78
Frame: 57, Class: Machine_Gun, Confidence: 0.77
Frame: 58, Class: Machine_Gun, Confidence: 0.79
Frame: 59, Class: Machine_Gun, Confidence: 0.82
Frame: 60, Class: Machine_Gun, Confidence: 0.82
Frame: 61, Class: Machine_Gun, Confidence: 0.76
Frame: 62, Class: Machine_Gun, Confidence: 0.77
Frame: 63, Class: Machine_Gun, Confidence: 0.81
Frame: 64, Class: Machine_Gun, Confidence: 0.79
Frame: 65, Class: Machine_Gun, Confidence: 0.81
Frame: 66, Class: Machine_Gun, Confidence: 0.82
Frame: 67, Class: Machine_Gun, Confidence: 0.81
Frame: 68, Class: Machine_Gun, Confidence: 0.81
Frame: 69, Class: Machine_Gun, Confidence: 0.83
Frame: 70, Class: Machine_Gun, Confidence: 0.81
Frame: 71, Class: Machine_Gun, Confidence: 0.80
Frame: 72, Class: Machine_Gun, Confidence: 0.81
Frame: 73, Class: Machine_Gun, Confidence: 0.83
Frame: 74, Class: Machine_Gun, Confidence: 0.82
Frame: 75, Class: Machine_Gun, Confidence: 0.78
Frame: 76, Class: Machine_Gun, Confidence: 0.78
Frame: 77, Class: Machine_Gun, Confidence: 0.78
Frame: 78, Class: Machine_Gun, Confidence: 0.79
Frame: 79, Class: Machine_Gun, Confidence: 0.81
Frame: 80, Class: Machine_Gun, Confidence: 0.77
Frame: 81, Class: Machine_Gun, Confidence: 0.76
Frame: 82, Class: Machine_Gun, Confidence: 0.78
Frame: 83, Class: Machine_Gun, Confidence: 0.80
Frame: 84, Class: Machine_Gun, Confidence: 0.80
Frame: 85, Class: Machine_Gun, Confidence: 0.81
Frame: 86, Class: Machine_Gun, Confidence: 0.81
Frame: 87, Class: Machine_Gun, Confidence: 0.79
Frame: 88, Class: Machine_Gun, Confidence: 0.81
Frame: 89, Class: Machine_Gun, Confidence: 0.81
Frame: 90, Class: Machine_Gun, Confidence: 0.81
Frame: 91, Class: Machine_Gun, Confidence: 0.82
Frame: 92, Class: Machine_Gun, Confidence: 0.82
Frame: 93, Class: Machine_Gun, Confidence: 0.82
Frame: 94, Class: Machine_Gun, Confidence: 0.81
Frame: 95, Class: Machine_Gun, Confidence: 0.82
Frame: 96, Class: Machine_Gun, Confidence: 0.82
Frame: 97, Class: Machine_Gun, Confidence: 0.80
Frame: 98, Class: Machine_Gun, Confidence: 0.81
Frame: 99, Class: Machine_Gun, Confidence: 0.82
Frame: 100, Class: Machine_Gun, Confidence: 0.81
Frame: 101, Class: Machine_Gun, Confidence: 0.81
Frame: 102, Class: Machine_Gun, Confidence: 0.82
Frame: 103, Class: Machine_Gun, Confidence: 0.83
Frame: 104, Class: Machine_Gun, Confidence: 0.83
Frame: 105, Class: Machine_Gun, Confidence: 0.83
Frame: 106, Class: Machine_Gun, Confidence: 0.84
Frame: 107, Class: Machine_Gun, Confidence: 0.85
Frame: 108, Class: Machine_Gun, Confidence: 0.84
Frame: 109, Class: Machine_Gun, Confidence: 0.84
Frame: 110, Class: Machine_Gun, Confidence: 0.85
Frame: 111, Class: Machine_Gun, Confidence: 0.85
Frame: 112, Class: Machine_Gun, Confidence: 0.85
Frame: 113, Class: Machine_Gun, Confidence: 0.85
Frame: 114, Class: Machine_Gun, Confidence: 0.85
Frame: 115, Class: Machine_Gun, Confidence: 0.85
Frame: 116, Class: Machine_Gun, Confidence: 0.85
Frame: 117, Class: Machine_Gun, Confidence: 0.86
Frame: 118, Class: Machine_Gun, Confidence: 0.86
Frame: 119, Class: Machine_Gun, Confidence: 0.85
Frame: 120, Class: Machine_Gun, Confidence: 0.86
Frame: 121, Class: Machine_Gun, Confidence: 0.86
Frame: 122, Class: Machine_Gun, Confidence: 0.86
Frame: 123, Class: Machine_Gun, Confidence: 0.86
Frame: 124, Class: Machine_Gun, Confidence: 0.87
Frame: 125, Class: Machine_Gun, Confidence: 0.86
Frame: 126, Class: Machine_Gun, Confidence: 0.87
Frame: 127, Class: Machine_Gun, Confidence: 0.87
Frame: 128, Class: Machine_Gun, Confidence: 0.87
Frame: 129, Class: Machine_Gun, Confidence: 0.86
Frame: 130, Class: Machine_Gun, Confidence: 0.86
Frame: 131, Class: Machine_Gun, Confidence: 0.86
Frame: 132, Class: Machine_Gun, Confidence: 0.87
Frame: 133, Class: Machine_Gun, Confidence: 0.88
Frame: 134, Class: Machine_Gun, Confidence: 0.87
Frame: 135, Class: Machine_Gun, Confidence: 0.87
Frame: 136, Class: Machine_Gun, Confidence: 0.87
Frame: 137, Class: Machine_Gun, Confidence: 0.87
Frame: 138, Class: Machine_Gun, Confidence: 0.86
Frame: 139, Class: Machine_Gun, Confidence: 0.84
Frame: 140, Class: Machine_Gun, Confidence: 0.84
Frame: 141, Class: Machine_Gun, Confidence: 0.85
Frame: 142, Class: Machine_Gun, Confidence: 0.85
Frame: 143, Class: Machine_Gun, Confidence: 0.85
Frame: 144, Class: Machine_Gun, Confidence: 0.82
Frame: 145, Class: Machine_Gun, Confidence: 0.83
Frame: 146, Class: Machine_Gun, Confidence: 0.84
Frame: 147, Class: Machine_Gun, Confidence: 0.84
Frame: 148, Class: Machine_Gun, Confidence: 0.83
Frame: 149, Class: Machine_Gun, Confidence: 0.84
Frame: 150, Class: Machine_Gun, Confidence: 0.81
Frame: 151, Class: Machine_Gun, Confidence: 0.75
Frame: 152, Class: Machine_Gun, Confidence: 0.66
Total detected frames: 128
Class 'Machine_Gun' detected frames: 128

Path: N2_C1_P4_V1_HB_2
Video: ../../../Gun_Action_Recognition_Dataset/No_Gun/N2_C1_P4_V1_HB_2/video.mp4
Total detected frames: 0

Model: YOLOv9c
Path: PCH2_C2_P5_V1_HB_2
Video: ../../../Gun_Action_Recognition_Dataset/Handgun/PCH2_C2_P5_V1_HB_2/video.mp4
Frame: 53, Class: Handgun, Confidence: 0.34
Frame: 54, Class: Handgun, Confidence: 0.66
Frame: 55, Class: Handgun, Confidence: 0.75
Frame: 56, Class: Handgun, Confidence: 0.76
Frame: 57, Class: Handgun, Confidence: 0.78
Frame: 58, Class: Handgun, Confidence: 0.77
Frame: 59, Class: Handgun, Confidence: 0.80
Frame: 60, Class: Handgun, Confidence: 0.76
Frame: 61, Class: Handgun, Confidence: 0.78
Frame: 62, Class: Handgun, Confidence: 0.77
Frame: 63, Class: Handgun, Confidence: 0.77
Frame: 64, Class: Handgun, Confidence: 0.78
Frame: 65, Class: Handgun, Confidence: 0.79
Frame: 66, Class: Handgun, Confidence: 0.77
Frame: 67, Class: Handgun, Confidence: 0.77
Frame: 68, Class: Handgun, Confidence: 0.76
Frame: 69, Class: Handgun, Confidence: 0.77
Frame: 70, Class: Handgun, Confidence: 0.77
Frame: 71, Class: Handgun, Confidence: 0.78
Frame: 72, Class: Handgun, Confidence: 0.79
Frame: 73, Class: Handgun, Confidence: 0.79
Frame: 74, Class: Handgun, Confidence: 0.77
Frame: 75, Class: Handgun, Confidence: 0.77
Frame: 76, Class: Handgun, Confidence: 0.79
Frame: 77, Class: Handgun, Confidence: 0.78
Frame: 78, Class: Handgun, Confidence: 0.79
Frame: 79, Class: Handgun, Confidence: 0.79
Frame: 80, Class: Handgun, Confidence: 0.77
Frame: 81, Class: Handgun, Confidence: 0.80
Frame: 82, Class: Handgun, Confidence: 0.79
Frame: 83, Class: Handgun, Confidence: 0.79
Frame: 84, Class: Handgun, Confidence: 0.78
Frame: 85, Class: Handgun, Confidence: 0.77
Frame: 86, Class: Handgun, Confidence: 0.79
Frame: 87, Class: Handgun, Confidence: 0.79
Frame: 88, Class: Handgun, Confidence: 0.77
Frame: 89, Class: Handgun, Confidence: 0.79
Frame: 90, Class: Handgun, Confidence: 0.80
Frame: 91, Class: Handgun, Confidence: 0.79
Frame: 92, Class: Handgun, Confidence: 0.79
Frame: 93, Class: Handgun, Confidence: 0.79
Frame: 94, Class: Handgun, Confidence: 0.78
Frame: 95, Class: Handgun, Confidence: 0.80
Frame: 96, Class: Handgun, Confidence: 0.81
Frame: 97, Class: Handgun, Confidence: 0.77
Frame: 98, Class: Handgun, Confidence: 0.78
Frame: 99, Class: Handgun, Confidence: 0.81
Frame: 100, Class: Handgun, Confidence: 0.80
Frame: 101, Class: Handgun, Confidence: 0.79
Frame: 102, Class: Handgun, Confidence: 0.81
Frame: 103, Class: Handgun, Confidence: 0.79
Frame: 104, Class: Handgun, Confidence: 0.77
Frame: 105, Class: Handgun, Confidence: 0.79
Frame: 106, Class: Handgun, Confidence: 0.78
Frame: 107, Class: Handgun, Confidence: 0.77
Frame: 108, Class: Handgun, Confidence: 0.78
Frame: 109, Class: Handgun, Confidence: 0.79
Frame: 110, Class: Handgun, Confidence: 0.78
Frame: 111, Class: Handgun, Confidence: 0.81
Frame: 112, Class: Handgun, Confidence: 0.80
Frame: 113, Class: Handgun, Confidence: 0.80
Frame: 114, Class: Handgun, Confidence: 0.80
Frame: 115, Class: Handgun, Confidence: 0.81
Frame: 116, Class: Handgun, Confidence: 0.77
Frame: 117, Class: Handgun, Confidence: 0.79
Frame: 118, Class: Handgun, Confidence: 0.79
Frame: 119, Class: Handgun, Confidence: 0.78
Frame: 120, Class: Handgun, Confidence: 0.79
Frame: 121, Class: Handgun, Confidence: 0.80
Frame: 122, Class: Handgun, Confidence: 0.81
Frame: 123, Class: Handgun, Confidence: 0.80
Frame: 124, Class: Handgun, Confidence: 0.79
Frame: 125, Class: Handgun, Confidence: 0.81
Frame: 126, Class: Handgun, Confidence: 0.82
Frame: 127, Class: Handgun, Confidence: 0.82
Frame: 128, Class: Handgun, Confidence: 0.79
Frame: 129, Class: Handgun, Confidence: 0.79
Frame: 130, Class: Handgun, Confidence: 0.80
Frame: 131, Class: Handgun, Confidence: 0.80
Frame: 132, Class: Handgun, Confidence: 0.78
Frame: 133, Class: Handgun, Confidence: 0.78
Frame: 134, Class: Handgun, Confidence: 0.80
Frame: 135, Class: Handgun, Confidence: 0.79
Frame: 136, Class: Handgun, Confidence: 0.79
Frame: 137, Class: Handgun, Confidence: 0.80
Frame: 138, Class: Handgun, Confidence: 0.81
Frame: 139, Class: Handgun, Confidence: 0.80
Frame: 140, Class: Handgun, Confidence: 0.78
Frame: 141, Class: Handgun, Confidence: 0.78
Frame: 142, Class: Handgun, Confidence: 0.79
Frame: 143, Class: Handgun, Confidence: 0.80
Frame: 144, Class: Handgun, Confidence: 0.79
Frame: 145, Class: Handgun, Confidence: 0.79
Frame: 146, Class: Handgun, Confidence: 0.80
Frame: 147, Class: Handgun, Confidence: 0.81
Frame: 148, Class: Handgun, Confidence: 0.80
Frame: 149, Class: Handgun, Confidence: 0.80
Frame: 150, Class: Handgun, Confidence: 0.78
Frame: 151, Class: Handgun, Confidence: 0.79
Frame: 152, Class: Handgun, Confidence: 0.78
Frame: 153, Class: Handgun, Confidence: 0.79
Frame: 154, Class: Handgun, Confidence: 0.79
Frame: 155, Class: Handgun, Confidence: 0.78
Frame: 156, Class: Handgun, Confidence: 0.78
Frame: 157, Class: Handgun, Confidence: 0.79
Frame: 158, Class: Handgun, Confidence: 0.78
Frame: 159, Class: Handgun, Confidence: 0.78
Frame: 160, Class: Handgun, Confidence: 0.78
Frame: 161, Class: Handgun, Confidence: 0.78
Frame: 162, Class: Handgun, Confidence: 0.79
Frame: 163, Class: Handgun, Confidence: 0.79
Frame: 164, Class: Handgun, Confidence: 0.78
Frame: 165, Class: Handgun, Confidence: 0.75
Frame: 166, Class: Handgun, Confidence: 0.76
Frame: 167, Class: Handgun, Confidence: 0.77
Frame: 168, Class: Handgun, Confidence: 0.76
Frame: 169, Class: Handgun, Confidence: 0.77
Frame: 170, Class: Handgun, Confidence: 0.77
Frame: 171, Class: Handgun, Confidence: 0.77
Frame: 172, Class: Handgun, Confidence: 0.76
Frame: 173, Class: Handgun, Confidence: 0.77
Frame: 174, Class: Handgun, Confidence: 0.77
Frame: 175, Class: Handgun, Confidence: 0.76
Frame: 176, Class: Handgun, Confidence: 0.76
Frame: 177, Class: Handgun, Confidence: 0.77
Frame: 178, Class: Handgun, Confidence: 0.80
Frame: 179, Class: Handgun, Confidence: 0.79
Frame: 180, Class: Handgun, Confidence: 0.77
Frame: 181, Class: Handgun, Confidence: 0.75
Frame: 182, Class: Handgun, Confidence: 0.75
Frame: 183, Class: Handgun, Confidence: 0.77
Frame: 184, Class: Handgun, Confidence: 0.75
Frame: 185, Class: Handgun, Confidence: 0.73
Frame: 186, Class: Handgun, Confidence: 0.73
Frame: 187, Class: Handgun, Confidence: 0.72
Frame: 188, Class: Handgun, Confidence: 0.72
Frame: 189, Class: Handgun, Confidence: 0.73
Frame: 190, Class: Handgun, Confidence: 0.72
Frame: 191, Class: Handgun, Confidence: 0.72
Frame: 192, Class: Handgun, Confidence: 0.72
Frame: 193, Class: Handgun, Confidence: 0.74
Frame: 194, Class: Handgun, Confidence: 0.76
Frame: 195, Class: Handgun, Confidence: 0.75
Frame: 196, Class: Handgun, Confidence: 0.74
Frame: 197, Class: Handgun, Confidence: 0.74
Frame: 198, Class: Handgun, Confidence: 0.72
Frame: 199, Class: Handgun, Confidence: 0.70
Frame: 200, Class: Handgun, Confidence: 0.73
Frame: 201, Class: Handgun, Confidence: 0.73
Frame: 202, Class: Handgun, Confidence: 0.73
Frame: 203, Class: Handgun, Confidence: 0.73
Frame: 204, Class: Handgun, Confidence: 0.72
Frame: 205, Class: Handgun, Confidence: 0.70
Frame: 206, Class: Handgun, Confidence: 0.69
Frame: 207, Class: Handgun, Confidence: 0.71
Frame: 208, Class: Handgun, Confidence: 0.74
Frame: 209, Class: Handgun, Confidence: 0.72
Frame: 210, Class: Handgun, Confidence: 0.69
Frame: 211, Class: Handgun, Confidence: 0.71
Frame: 212, Class: Handgun, Confidence: 0.73
Frame: 213, Class: Handgun, Confidence: 0.76
Frame: 214, Class: Handgun, Confidence: 0.78
Frame: 215, Class: Handgun, Confidence: 0.80
Frame: 216, Class: Handgun, Confidence: 0.78
Frame: 217, Class: Handgun, Confidence: 0.77
Frame: 218, Class: Handgun, Confidence: 0.78
Frame: 219, Class: Handgun, Confidence: 0.81
Frame: 220, Class: Handgun, Confidence: 0.80
Frame: 221, Class: Handgun, Confidence: 0.78
Frame: 222, Class: Handgun, Confidence: 0.79
Frame: 223, Class: Handgun, Confidence: 0.79
Frame: 224, Class: Handgun, Confidence: 0.80
Frame: 225, Class: Handgun, Confidence: 0.80
Frame: 226, Class: Handgun, Confidence: 0.80
Frame: 227, Class: Handgun, Confidence: 0.79
Frame: 228, Class: Handgun, Confidence: 0.80
Frame: 229, Class: Handgun, Confidence: 0.83
Frame: 230, Class: Handgun, Confidence: 0.82
Frame: 231, Class: Handgun, Confidence: 0.80
Frame: 232, Class: Handgun, Confidence: 0.79
Frame: 233, Class: Handgun, Confidence: 0.79
Frame: 234, Class: Handgun, Confidence: 0.80
Frame: 235, Class: Handgun, Confidence: 0.81
Frame: 236, Class: Handgun, Confidence: 0.80
Frame: 237, Class: Handgun, Confidence: 0.80
Frame: 238, Class: Handgun, Confidence: 0.79
Frame: 239, Class: Handgun, Confidence: 0.79
Frame: 240, Class: Handgun, Confidence: 0.81
Frame: 241, Class: Handgun, Confidence: 0.80
Frame: 242, Class: Handgun, Confidence: 0.79
Frame: 243, Class: Handgun, Confidence: 0.80
Frame: 244, Class: Handgun, Confidence: 0.81
